Date,Description,Card Member,Account #,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
07/01/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,27.11,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF56356,Digital & Subscriptions
07/19/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,27.08,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF89566,Travel & Transit
07/04/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,18.12,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF78535,Travel & Transit
07/14/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,78.65,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF14902,Digital & Subscriptions
07/13/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,109.45,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF31464,"Fashion, Beauty & Luxury"
07/02/2026,HORIZON AIR LINES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,513.13,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF88502,Travel & Transit
07/12/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,14.07,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF11114,Dining & Food Delivery
07/20/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,47.96,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF37785,Dining & Food Delivery
07/24/2026,PETCARE DEPOT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,109.5,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF64496,Pet Care
07/22/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,57.88,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF83623,"Fashion, Beauty & Luxury"
07/18/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,28.37,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF89210,Digital & Subscriptions
07/22/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,93.55,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF22900,Digital & Subscriptions
07/13/2026,APEX FITNESS CLUB SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,72.53,,APEX FITNESS CLUB SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF47843,Health & Fitness
07/10/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,8.65,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF89171,Dining & Food Delivery
07/15/2026,TECHGADGETS STORE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-93.48,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF31466,Refund & Credit
07/17/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,64.68,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF49339,Dining & Food Delivery
07/22/2026,METROPOLITAN ELECTRIC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,23.9,,METROPOLITAN ELECTRIC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF59610,Services & General
07/03/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,100.93,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF94527,"Fashion, Beauty & Luxury"
07/22/2026,TECHGADGETS STORE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,47.59,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF22672,Services & General
07/05/2026,TECHGADGETS STORE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,17.56,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF78245,Services & General
07/20/2026,HORIZON AIR LINES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,579.38,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF26981,Travel & Transit
07/14/2026,GREENMARKET GROCERY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,217.8,,GREENMARKET GROCERY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF97113,Groceries & Household
07/23/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,88.12,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF26647,Dining & Food Delivery
07/08/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,73.78,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF50287,"Fashion, Beauty & Luxury"
07/25/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,105.35,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF66437,Health & Fitness
07/25/2026,METROPOLITAN ELECTRIC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,59.64,,METROPOLITAN ELECTRIC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF23216,Services & General
07/02/2026,APEX FITNESS CLUB SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,73.53,,APEX FITNESS CLUB SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF16871,Health & Fitness
07/15/2026,METROPOLITAN ELECTRIC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,29.0,,METROPOLITAN ELECTRIC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF41533,Services & General
07/25/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,218.83,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF66410,"Fashion, Beauty & Luxury"
07/27/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,110.22,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF35185,Dining & Food Delivery
07/24/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,212.99,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF66902,"Fashion, Beauty & Luxury"
07/25/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,93.21,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF62580,"Fashion, Beauty & Luxury"
07/25/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-145.54,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF73624,Refund & Credit
07/09/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,130.78,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF54648,"Fashion, Beauty & Luxury"
07/08/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,43.53,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF87750,Health & Fitness
07/05/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,30.84,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF24188,Digital & Subscriptions
07/23/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,37.47,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF60790,Digital & Subscriptions
07/11/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,71.97,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF63694,Digital & Subscriptions
07/07/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,102.45,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF64923,Digital & Subscriptions
07/25/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,75.45,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF80572,Digital & Subscriptions
07/12/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,103.23,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF64309,"Fashion, Beauty & Luxury"
07/18/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,93.49,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF64164,Digital & Subscriptions
07/16/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,38.04,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF23454,"Fashion, Beauty & Luxury"
07/01/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,55.83,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF29966,Digital & Subscriptions
07/24/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,32.33,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF54257,Dining & Food Delivery
07/20/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,149.15,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF23876,"Fashion, Beauty & Luxury"
07/19/2026,METROPOLITAN ELECTRIC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,74.26,,METROPOLITAN ELECTRIC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF90162,Services & General
07/21/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,14.0,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF11508,Dining & Food Delivery
07/06/2026,PETCARE DEPOT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,20.28,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF65811,Pet Care
07/07/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,62.74,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF44179,Digital & Subscriptions
07/09/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-141.56,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF63622,Refund & Credit
07/09/2026,PETCARE DEPOT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,102.67,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF92885,Pet Care
07/24/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,150.19,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF23450,"Fashion, Beauty & Luxury"
07/21/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,22.2,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF51427,Digital & Subscriptions
07/25/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,18.26,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF80066,Dining & Food Delivery
07/27/2026,HORIZON AIR LINES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,189.58,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF36716,Travel & Transit
07/05/2026,APEX FITNESS CLUB SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,64.72,,APEX FITNESS CLUB SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF76444,Health & Fitness
07/15/2026,GREENMARKET GROCERY SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,181.4,,GREENMARKET GROCERY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF19359,Groceries & Household
07/06/2026,TECHGADGETS STORE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,78.62,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF52060,Services & General
07/25/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,101.03,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF84005,Health & Fitness
07/19/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,4.13,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF98401,Travel & Transit
07/13/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,26.57,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF38521,Travel & Transit
07/19/2026,HORIZON AIR LINES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,504.59,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF99285,Travel & Transit
07/04/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,88.21,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF66801,Dining & Food Delivery
07/26/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,27.6,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF40441,Travel & Transit
07/12/2026,TECHGADGETS STORE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,70.94,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF48417,Services & General
07/03/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,68.13,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF83104,Dining & Food Delivery
07/14/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,101.34,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF86043,Digital & Subscriptions
07/12/2026,GREENMARKET GROCERY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-123.52,,GREENMARKET GROCERY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF42335,Refund & Credit
07/23/2026,PETCARE DEPOT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,31.06,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF97830,Pet Care
07/20/2026,APEX FITNESS CLUB SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,99.86,,APEX FITNESS CLUB SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF93117,Health & Fitness
07/15/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,60.74,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF62838,"Fashion, Beauty & Luxury"
07/11/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,104.43,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF21392,Health & Fitness
07/09/2026,PETCARE DEPOT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,107.57,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF78124,Pet Care
07/19/2026,HORIZON AIR LINES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,466.86,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF73842,Travel & Transit
07/01/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,66.9,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF54884,Digital & Subscriptions
07/16/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,37.27,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF42526,Digital & Subscriptions
07/11/2026,TECHGADGETS STORE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,44.36,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF37892,Services & General
07/18/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,16.07,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF67690,Dining & Food Delivery
07/08/2026,HORIZON AIR LINES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,518.44,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF83767,Travel & Transit
07/23/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,137.84,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF49270,"Fashion, Beauty & Luxury"
07/15/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,98.26,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF92207,Health & Fitness
07/08/2026,GREENMARKET GROCERY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,123.86,,GREENMARKET GROCERY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF22125,Groceries & Household
07/22/2026,HORIZON AIR LINES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,453.33,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF27197,Travel & Transit
07/14/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,239.34,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF51163,"Fashion, Beauty & Luxury"
07/12/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,88.8,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF32834,"Fashion, Beauty & Luxury"
07/09/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-60.73,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF51078,Refund & Credit
07/11/2026,CITY CENTER PHARMACY SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,27.55,,CITY CENTER PHARMACY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF30564,Health & Fitness
07/07/2026,AURA BEAUTY & SPA SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,37.72,,AURA BEAUTY & SPA SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF75456,"Fashion, Beauty & Luxury"
07/24/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,159.97,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF19552,"Fashion, Beauty & Luxury"
07/04/2026,TECHGADGETS STORE SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,102.43,,TECHGADGETS STORE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF93346,Services & General
07/12/2026,METRO NYC TRANSIT SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,7.9,,METRO NYC TRANSIT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF89502,Travel & Transit
07/09/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,4.62,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF39550,Dining & Food Delivery
07/23/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,26.63,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF77764,Dining & Food Delivery
07/04/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,106.64,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF40175,Dining & Food Delivery
07/16/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,65.26,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF78443,Dining & Food Delivery
07/02/2026,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,41.51,,CLOUDSCALE SOFTWARE SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF64075,Digital & Subscriptions
07/04/2026,PETCARE DEPOT SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,101.32,,PETCARE DEPOT SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF72958,Pet Care
07/03/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,75.59,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF89707,Digital & Subscriptions
07/05/2026,QUICKDELIVER FOOD SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,30.67,,QUICKDELIVER FOOD SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF53836,Dining & Food Delivery
07/03/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,119.36,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF18582,Dining & Food Delivery
07/20/2026,GREENMARKET GROCERY SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,161.24,,GREENMARKET GROCERY SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF22448,Groceries & Household
07/25/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,69.87,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF28067,Dining & Food Delivery
07/10/2026,BOUTIQUE FASHION NYC SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,212.73,,BOUTIQUE FASHION NYC SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF73222,"Fashion, Beauty & Luxury"
07/19/2026,STREAMFLIX MOVIES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,-121.26,,STREAMFLIX MOVIES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF14232,Refund & Credit
07/25/2026,URBAN GOURMET BISTRO SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,36.82,,URBAN GOURMET BISTRO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF97144,Dining & Food Delivery
07/22/2026,HORIZON AIR LINES SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,218.16,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF36103,Travel & Transit
07/18/2026,HORIZON AIR LINES SAN FRANCISCO CA,Alex Morgan,XXXX-XXXXXX-10001,215.28,,HORIZON AIR LINES SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF45931,Travel & Transit
07/15/2026,STARLIGHT COFFEE CO SAN FRANCISCO CA,Jordan Taylor,XXXX-XXXXXX-20002,20.39,,STARLIGHT COFFEE CO SAN FRANCISCO CA,,SAN FRANCISCO CA,,UNITED STATES,REF67410,Dining & Food Delivery
